mic1,mic2,mic3,mic4,mic5,angle
538.02,528.92,657.96,530.22,763.83,35
396.97,416.12,504.98,409.15,592.51,35
247.33,269.76,314.22,262.54,380.46,35
332.99,313.86,306.23,263,378.81,34
514.2,487.24,458.88,350.02,519.7,35
536.82,547.85,548.1,402.84,597.78,35
459.93,469.99,475.14,361.56,523.54,34
407.61,391.34,443.28,351.25,545.51,35
452.74,410.3,509.13,426.43,734.36,35
422.26,392.23,468.66,394.67,695.46,35
288.74,281.2,328.26,275.78,469.57,35
245.36,228.27,262.87,217.55,363.16,34
239.93,218.34,242.14,199.6,323.16,35
176.37,164.15,176.57,147.2,230.81,35
342.34,327.35,325.71,250.62,375.77,35
623.79,619.79,589.05,423.16,581.23,34
593.77,615.83,594.05,399.66,506.53,35
489.41,525.55,568.44,373.52,436.23,35
515.51,598.68,652.86,445.23,531.27,34
514.79,628.95,665.12,473.33,572.97,35
428.59,514.71,556.53,400.02,461.11,35
293.48,345.83,378.66,278.33,304,35
192.85,224.71,263.6,197.61,231.32,35
130.29,151.7,193.51,137.32,184.79,34
82.82,93.27,118.68,85.77,110.78,34
58.04,63.98,78.67,56.71,70.49,34
45.35,48.21,57.31,44.42,48.98,35
38.25,38.07,44.25,38.72,37.99,34
35.74,33.73,47,33.59,36.8,34
34.43,31.71,49.15,31.64,39.29,35
33.03,31.61,43.1,30.85,38.19,34
32.78,31.08,40.9,29.97,34.75,35
31.93,30.08,37.6,28.07,31.76,35
31.24,29.33,34.45,26.84,29.49,35
30.89,30.13,32.56,26.2,28.54,34
135.89,146.73,164.49,115.75,151.39,34
381.21,393.33,423.39,313.81,424.69,35
602.48,586.81,604.65,451.36,629.95,34
601.77,565.86,565.13,406.24,574.51,34
442.91,420.82,414.46,288.75,398.8,35
511.08,509.36,515.84,422.26,493.8,34
654.48,676.77,711.94,611.23,683.71,34
638.23,679.27,731.81,576.22,658.03,34
714.62,701.13,777.32,583.29,700.33,35
799.67,710.39,796.29,630.96,814.2,35
646.11,562.47,613.75,514.32,687.17,34
542.31,470.69,498.65,395.59,600.07,35
676.27,623.59,637.47,512.45,734.63,35
781.09,810.01,816.3,724.28,852.66,34
708.13,778.93,791.77,699.52,792.1,35
516.82,564.53,574.34,485.79,572.36,35
334.51,362.03,365.48,308.27,366.6,35
432.28,414.13,398.48,375.8,455.24,34
682.2,637.59,618.66,598.93,722.63,35
663.22,645.43,647.27,600.64,722.81,35
481.91,502.99,505.86,441.36,545.52,35
397.57,462.59,537.96,418.96,532.6,35
430.76,500.08,656.79,490.46,625.07,34
430.88,471.83,618.64,453.42,583.2,35
334.6,357.4,458.64,331.54,420.07,34
218.61,233.14,289.56,213.9,260.82,35
137.75,142.95,173.59,135.3,163.13,34
86,90.38,107.09,85.19,99.72,34
58.51,62.47,71.19,58.57,64.47,35
46.31,47.18,52.21,44.67,47.75,35
39.71,39.69,43.27,36.22,41.18,35
35.54,35.53,38.6,31.81,37.98,35
34.33,35.04,39.27,32.62,36.56,35
227.09,224.35,254.05,215.44,269.85,35
465.15,449.38,475.39,395.72,552.25,34
436.39,413.82,416.64,333.22,499.78,34
499.31,499.01,505.5,387.86,534.79,34
727.22,742.6,746.95,626.74,753.86,34
865.53,874.04,875.59,812.85,879.2,35
861.21,855.37,816.98,799.06,877.19,35
711.22,706.5,651.32,632.89,722.19,35
616.69,617.33,582.08,492.14,552.37,35
589.35,577.97,568.89,432.78,495.54,35
502.4,491.21,518.26,388.18,452.73,35
405.63,401.94,448.81,341.96,414.37,35
394.57,382.84,451.53,380.47,483.52,35
398.6,384.11,438.13,398.17,517.22,35
374.89,361.35,390.49,353.63,464.04,35
342.67,318.39,349.38,303.12,389.68,35
263.22,245.53,271.5,226.81,294.45,35
297.3,296.2,309.03,228.57,331.77,34
473.82,455.08,450.3,333.96,493.96,35
491.6,466.75,452.31,347.85,502.11,35
491.79,437.47,430.17,345.53,542.93,34
579.86,467.84,474.79,428.47,729.67,34
549.57,445.21,460.07,451.43,802.02,35
428.57,365.5,384.49,376.64,662.88,34
382.4,343.51,376.85,329.72,545.08,35
464.68,425.02,463.46,372.4,589.03,35
512.41,474.97,502.92,389.66,584.47,35
429.74,404.46,422.64,315.96,465.44,34
403.57,387.51,398.43,303.31,503.24,35
588.57,546.96,532.81,450.18,719.95,35
772.61,658.62,642.87,612.89,858.63,35
845.95,728.13,746.68,726.5,931.72,35
761.11,724,777.67,727.93,903.64,35
539.93,545.19,623.64,566.6,700.14,35
343.7,352.18,423,367.66,449.78,35
215.23,221.09,264.75,226.54,281.35,34
133.36,134.03,157.77,135.92,168.83,35
139.17,176.57,127.04,105.36,135.92,35
140.28,199.25,111.48,89.89,119.22,35
88.51,118.57,75.39,61.02,78.96,36
61.97,77.66,54.65,44.99,57.22,36
81.59,124.44,85.65,68.9,85.32,37
105.45,159.13,114.27,91.42,114.57,38
186.99,215.49,206.65,157.2,217.81,39
267.32,300.12,317.26,237.91,330.74,39
237.28,268.75,290.36,219.78,292.61,39
181.93,201.69,219.19,167.29,219.41,39
343.33,371.57,382.14,345.97,380.1,39
649.88,680.16,685.43,660.58,678.63,39
805.56,836.67,843.96,821.19,837.78,39
747.68,792.6,855.45,788.83,805.61,39
525.75,568.56,666.14,563.96,582.52,39
321.48,348.12,413.39,333.29,359.71,39
271.52,311.25,362.05,258.8,300.08,39
361.16,397.67,446.89,285.43,342.36,39
414.63,438.71,511.01,361.48,458.13,39
344.29,373.34,449.09,357.19,472.17,39
329.81,345.93,401.95,317.65,424.28,39
363.13,380.15,455.76,348.42,458.57,39
325.3,357.61,448.47,337.46,451.36,39
329.7,368.55,465.46,341.3,455.73,39
355.66,394.58,492.97,354.79,463.75,40
343.63,362.99,432.5,307.79,418.93,40
304.12,304.42,346.68,254.34,356.57,40
320.8,312.83,348.51,274.98,389.76,40
366.32,340.64,371.21,289.57,418.09,41
353.49,331.01,372.78,273.04,393.18,41
331.5,328.14,380.06,270.87,385.45,42
319.07,313.97,354.45,266.63,383.56,42
278.64,271.67,309.05,246.73,362.49,42
295.54,262.74,324.57,265.5,422.98,42
428.68,332.43,383.58,348.93,581.72,42
469.71,358.76,358.68,352.79,574.68,42
370.88,291.7,276.12,271.37,421.84,42
418.27,382.21,396.55,324.5,457.06,42
619.19,632.16,663.07,552.56,671.7,42
764.92,814.72,833.01,763.86,835.36,42
804.4,873.19,911.18,837.08,900.93,42
748.27,819.07,907.74,771.06,833.79,42
572.43,630.18,723.55,575.48,628.06,41
351.82,394.38,452.44,354.6,397.34,42
208.95,236.42,273.17,210.88,235.58,42
129.84,147.05,167.67,130.14,145.65,42
116.29,147.27,135.55,108.79,155.14,42
207.71,256.87,216.81,186.83,266.71,42
286.98,326.02,312.52,255.04,345.74,41
269.54,296.61,317.29,239.72,339.89,42
209.04,231.29,253.8,192.76,277.79,42
182.48,196.73,216.6,158.93,219.56,42
241.3,250.41,261.02,180,257.54,42
261,264.32,275.11,191.24,287.16,42
273.67,276.36,291.55,193.04,280.39,42
333.11,337.62,354.4,232.22,322.04,42
350.51,360.75,391.02,274.19,362.9,42
327.56,338.64,366.87,258.32,343.58,42
403.07,370.85,400.88,286.62,407.61,42
601.69,564.08,589.07,443.62,603.58,42
776.11,773.69,781.24,602.54,737.42,42
819.09,792.73,817.46,609.45,731.96,42
769.08,695.56,712.06,517.2,640.42,41
624.17,544.93,538.23,410.72,515.43,42
535.16,503.37,514.22,395.79,508.05,42
638.12,666.23,682.65,505.14,624.21,42
733.92,811.94,804.02,610.98,728.1,42
749.98,857.15,867.84,679.36,808.37,42
663.93,768.63,812.22,616.55,733.85,42
476.3,548.63,589.07,434.84,524.03,42
292.32,334.85,363.37,270.93,337.07,42
178.14,203.44,219.04,165.78,204.12,42
114.24,125.78,138.22,105.4,128.76,42
242.26,248.04,255.73,184.58,267.53,42
498.88,470.58,507.59,377.22,553.67,42
546.03,507.12,577.35,430.9,612.39,42
404.97,397.81,450,329.83,458.97,42
330.88,341.01,374.7,272.54,380.81,42
387.12,421.09,482.18,346.15,439.23,42
439.65,470.29,542.1,409.91,513.47,42
474,501.95,563.8,450.35,606.72,42
455.83,508.67,572.27,442.53,592.99,42
446.11,490.9,540.58,408.33,542.79,42
479.05,488.32,541.74,408.65,548.63,42
408.5,395.17,455.32,329.21,452.23,42
321.48,322.66,395.17,284.41,392.59,42
285.39,313.74,411.34,299.03,400.92,42
232.85,260.55,344.72,244.51,326.37,42
231.97,246.9,305.89,212.47,295.35,42
287.92,287.11,332.96,238.78,343,42
317.12,286.1,337.28,237.93,330.81,42
314.44,270.28,332.36,236.77,312.49,42
286.02,247.67,301.83,232.1,305.32,42
293.9,289.19,367.65,318.83,348.2,42
369.01,384.72,495.47,445.37,492.73,42
414.43,427.65,549.51,448.54,543.78,42
416.14,435.23,557.16,432.03,516.15,42
417.27,428.42,509.51,417.67,537.12,42
362.16,387.82,405.28,343.96,469.89,42
257.85,299.46,285.62,241.18,317.42,42
294.74,340.83,330.98,260.22,313.87,42
388.33,441.8,456.97,346.41,401.19,42
335.58,387.15,428.54,328.05,382.93,42
291.08,321.34,388.6,312.73,410.46,42
335.51,349.38,429.43,363.3,527.61,42
373.03,371.43,441.42,384.43,573.22,42
338.12,340.63,423.29,364.62,535.34,42
274.23,307.34,392.79,326.31,471.83,42
266.47,305.02,396.48,298.43,447.05,42
313.58,346.13,438.8,330.98,495.79,42
306.13,325.75,383.91,306.37,449.04,42
250.85,260.13,297.65,232.32,335.47,42
214.1,221.82,257.66,200.61,294.13,42
169.83,173.85,206.66,161.35,242.67,42
123.77,121.09,143,111.7,167.05,42
149.22,167.66,159.49,115.67,161.29,42
222.75,256.75,277.59,176.55,232.63,42
260.4,280.54,382.97,231.99,309.3,42
240.13,248.49,348.08,220.28,289.8,42
183.17,186.1,239.03,161.58,197.86,42
231.14,238.41,288.74,206.72,252.67,42
320.48,320.21,364.41,275.7,352.28,43
351.57,351.19,371.15,262.94,330.39,44
310.18,322.17,339.28,221.85,259.44,45
208.73,233.4,241.85,168.37,188.47,46
140.73,171.29,171.4,127.32,141.63,46
110.5,154.9,126.98,99.91,115.03,46
94,145.14,103.56,81.55,95.65,46
74.4,104.2,89.43,65.99,80.04,46
60.82,79.48,75.6,53.08,69.02,46
53.26,65.62,63.6,43.96,58.73,46
150.43,161.67,203.64,148.92,200.14,46
321.87,357.61,483.75,390.89,475.71,46
383.13,452.7,602.68,491.58,585.34,46
449.76,534.36,634.39,492.74,623.9,46
634.91,674.52,748.47,611.68,733.92,46
803.73,798.58,860.36,754.79,831.97,46
894.7,893.69,929.99,841.91,906.57,47
909.43,942.6,966.57,873.75,907.25,46
747.86,818.96,847.25,746.93,772.07,46
486.16,540,572.93,489.98,530.83,46
467.2,521.83,563.64,432.61,486.92,46
653.33,727.74,766.05,585.79,672.47,46
673.01,738.86,756.23,597.61,705.47,46
514.51,552.46,562.24,451.01,555.12,46
345.49,355.74,365.86,308.53,385.09,46
343.11,301.84,323.14,256.88,353.73,46
457.8,403.27,405.31,304.03,481.52,46
494.23,485.86,459.43,335.57,556.57,46
454.68,456.28,442.73,311.39,490.08,46
346.78,345.46,351.06,244.27,355.21,46
238.59,239.34,244.89,171.47,238.45,47
194.08,194.95,198.8,138.73,191.14,46
173.96,175.37,188.38,133.6,188.92,46
139.32,140.77,156.16,114.19,163.14,46
187.22,192.52,223.98,156.89,228.81,46
251.42,249.64,300.49,207.62,303.25,46
218.47,206.54,246.94,170.75,249.34,46
180.23,184.53,216.85,158.68,228.86,46
175.58,197.42,236.52,182.02,243.75,46
181.04,198.9,244.16,186.55,253.67,46
239.35,270.18,331.1,230.75,327.22,46
390.98,383.89,469.23,337.73,497.8,46
533.95,471.68,557.09,449.26,640.61,46
574.85,522.51,612.51,482.84,655.86,46
660.74,632.71,717.93,559.66,722.86,46
719.44,756.68,811.67,606.68,776.96,46
549.26,623.44,676.28,469.13,610.11,46
331.83,382.74,433.27,303.4,376.5,46
227.2,266.44,292.33,197.31,252.91,46
333.49,376.44,432.26,317.41,391.13,46
579.01,584.21,693.19,529.97,660.72,46
660.04,630.49,733.02,566.56,705.32,46
521.85,495.66,565.43,449.87,538.31,46
344.54,328.48,385.22,304.35,366.99,46
437.51,421.72,429.1,318.29,397.36,46
692.82,679.8,646.59,512.74,615.45,47
685.73,725.32,703.21,575.74,678.58,46
486.01,550.65,541.74,426.21,513.35,46
305.76,348.82,352.05,274.55,328.15,46
184.91,209.06,213.38,167.43,198.75,47
116.82,127.03,130.96,104.59,123.57,46
79.37,85.66,84.6,70.84,83.37,46
57.92,63.59,64.47,53.23,62.64,46
45.53,49.68,53.25,42.6,49.9,46
41.45,43.86,44.05,35.38,44.21,46
42.19,41.3,45.7,35.2,55.35,46
114.77,114.07,128.8,91.76,147.22,46
346.29,349.27,314.16,241.29,366.09,46
592.38,598.95,487.4,436.94,600.8,46
743.76,741.22,643.79,566.54,737.16,46
791.45,786.29,733.06,611.7,828.16,46
741.27,746.71,719.4,583.64,786.25,46
620.42,636.64,628.37,482.45,623.57,46
575.99,590.68,579.66,443.03,568.08,46
559.74,556.17,545.64,437.28,577.12,46
410.21,406.44,399.99,337.46,469.73,46
284.13,283.83,286.44,227.03,319.49,46
216.65,212.43,223.12,165.34,230.57,46
150.12,147.68,157.56,113.54,153.8,46
121.38,124.41,132.91,90.57,119.23,46
221.36,206.93,226.9,168.95,239.61,46
346.45,303.06,334.52,270.81,401.4,46
370.14,341.04,378.02,305.56,445.43,46
377.49,380.47,454.03,340.44,486.82,46
384.66,377.61,468.12,333.29,481.89,46
368.57,338.11,398.74,308.53,455.41,46
344.87,318.22,380.93,324.29,473.14,46
271.06,252.13,319.77,270.37,387.01,46
173.98,159.08,201.07,167.16,242.38,46
113.74,104.3,129.32,105.17,150.16,46
196.34,203.6,251.56,195.69,250.73,46
310.45,320.45,385.64,302.94,394.77,46
318.6,339.84,409.96,309.42,398.7,46
311.14,356.17,441.3,311.37,384.26,46
280,318.08,392.63,276.53,350.19,46
256.09,297.72,364.36,239.46,318.31,46
274.46,314.59,381.64,249.28,351.39,46
278.78,290.4,354.32,258.71,370.09,46
266.93,284.47,357.75,257.41,357.85,46
273.18,319.87,427.2,293.55,401.67,46
243.45,285.27,392.92,279.42,378.88,46
288.66,309.28,399.17,294.76,385.39,46
413.13,447.08,548.98,387.39,469.59,46
481.2,519,620.95,416.61,469.55,46
442.62,461.15,546.86,363.96,414.06,46
310.84,323.62,385.33,258.56,308.85,46
196.41,206.42,243.89,162.43,198,46
169.44,177.53,212.62,139.27,188.68,46
184.29,189.47,231.45,160.18,231.14,46
159.29,168.45,204.22,151.97,208.6,46
120.18,133.09,155.35,115.41,152.38,46
187.99,216.24,247.7,185.26,224.63,46
260.43,300.27,345.14,259.48,312.3,46
299.43,313.29,352.72,254.47,324.11,46
408.71,396.1,440.83,309.95,410.36,46
518.34,497.41,547.53,390.06,499.12,46
479.45,462.55,508.79,372.82,463.2,47
323.85,312.88,349.68,262.46,330.43,46
221.13,213.73,235.56,173.79,218.11,46
167.76,163.89,178.16,132.29,172.63,46
146.84,138.84,149.87,110.88,158.23,46
126.83,117.88,126.75,89.66,136.13,47
101.33,90.92,98.9,70.46,106.66,46
78.7,68.49,74.32,55.9,80.05,46
58.29,52.96,56.72,45.19,58.75,46
44.28,43.41,45.62,38.64,45.24,46
37.69,39.63,40.78,35.95,40.35,46
34.25,38.37,36.58,33.34,38.51,47
32.46,35.8,34.63,30.55,34.68,46
33.91,35.42,36.72,31.24,36.98,46
38.74,40.48,42.59,34.23,47.03,46
44.6,45.75,47.09,38.66,51.56,46
79.45,83.64,85.53,73.01,90.5,46
214.78,246.61,257.16,170.54,209.79,46
465.18,520.28,538.93,368.7,410.7,46
599.68,665.97,720.17,520.41,578.66,46
558.72,629.17,720.57,514.47,613.49,46
460.84,517.45,609.13,433.21,539.38,46
364.34,394.36,457.75,326.73,438.56,46
401.71,365.74,408.14,302.23,440.2,46
457.55,382.12,402.58,326.51,472.62,46
378.88,314.41,315.28,274.15,387.46,46
257.97,215.24,224.78,190.89,264.6,46
382.53,364.3,388.4,357.32,404.16,46
666.28,659.15,686.79,666.51,692.15,46
819.62,799.65,823.87,774.08,839.58,46
740.67,721.17,790.46,711.89,826.15,46
508.23,504.26,587.52,526.91,616.67,46
360.62,358.79,406.55,348.62,414.58,46
306.54,300.56,332.42,268,342.83,46
298.87,282.6,300.18,229.75,304.9,46
262.36,245.26,254.2,185.4,242.55,46
204.33,192.78,205.33,150.07,198.78,46
173.57,164.68,177.92,130.43,182.15,46
199.12,187.06,205.93,164.17,246.15,47
298.27,280.74,308.76,254.45,384.97,46
335.43,312.9,353.58,287.47,438.77,47
305.82,283.54,334.42,271.7,409.72,46
310.93,276.83,312.7,252,387.38,46
311.68,257.31,297.07,248.89,395.8,46
259.96,208.63,253.29,217.39,337.33,46
258.3,232.95,280.16,221.98,310.16,46
301.43,291.78,347.26,270.52,354.07,47
268.23,256.51,312.47,256.65,335.63,46
190.91,184.55,237.18,198.96,265.05,46
267.69,263.89,353.76,272.37,344.15,46
455.26,456.38,574.04,435.95,498.03,47
645.19,637.41,719.13,490.48,591.25,46
650.36,644.86,713.09,447.7,577.74,46
524.68,547.39,625.79,398.84,511.17,46
456.46,492.22,563.98,363.53,490.05,46
330.26,359.68,411.23,272.91,369.3,46
307.42,333.3,386.5,263.15,331.15,46
429.86,504.56,564.84,371.13,466.14,46
466.02,594.66,688.03,441.11,529.9,46
355.09,466.45,564.9,374.6,425.48,46
275.2,336.42,399.04,268.89,323.17,46
330.09,355.82,441.57,323.45,430.67,47
429.02,426.91,514.45,414.55,585.97,46
442.87,434.84,494.87,399.71,569.73,46
402.29,434.92,517.64,403.43,542.37,46
418.17,475.36,561.08,410.4,529.28,46
442.47,479.25,546.22,399.21,534.65,46
480.02,494.19,570.02,454.09,601.03,46
536.9,551.95,636.95,512.14,611.54,46
565.16,581.86,653.95,500.6,564.66,46
539.98,530.77,594.69,451.78,535.9,46
427.39,401.55,477.22,376.82,470.68,46
285.45,270.76,334.88,271.24,336.01,46
187.7,190.07,229.03,180.05,224.12,46
147.2,149.4,180.97,129.34,169.08,46
119.37,118.13,142.49,98.58,134.62,46
222.95,294.97,330.4,259.19,288.99,46
386.73,553.41,624.01,430.02,496.02,46
403.35,532.89,607.27,370.73,468.52,46
350.35,409.83,460.6,288.86,375.76,46
356.4,429.99,499.04,293.47,396.19,46
337.56,408.48,493.52,285.6,394.67,46
242.15,273.42,329.52,206.18,281.03,46
169.88,181.9,213.33,145.85,198.54,46
171.61,174.78,207.19,139.71,207.85,46
226.78,206.2,253,168.06,267.44,47
237.88,202.76,247.02,178.55,279.66,46
212.36,188.53,223.58,173.5,265.72,46
349.65,365.42,403.55,326.98,416.94,46
563.29,628.42,683.46,530.19,554.9,46
524.43,590.21,652.88,491.85,479.17,46
336.8,379.74,424.88,324.58,336.61,47
206.37,230.21,252.58,194.02,206.27,46
128.74,140.47,151.9,118.47,129.4,48
86.55,92.67,100.79,78.08,88.33,46
63.82,67.97,73.16,57.48,64.98,46
50.04,55.07,57.07,45.78,49.21,46
41.65,48.34,47.23,38,40.03,46
39.43,44.59,44.01,38,42.17,46
38.98,41.2,43.77,38,42.8,46
36.84,39.43,44.6,35.13,39.79,46
40.02,40.18,48.14,37.7,44.67,46
70.61,69.74,83.93,67.25,79.97,46
128.65,130.82,154.96,117.33,143.1,46
170.89,178.48,199.45,142.51,183.21,46
189.11,205.26,216.92,149.2,199.61,46
250.26,288.81,348.44,256.68,349.92,46
466,502.86,599.48,478.2,613.16,46
599.63,597.83,683.4,582.57,757.95,46
497.01,467.63,526.39,462.77,630.56,46
335.64,309.79,344.76,296.97,396.73,46
203.14,190.6,223.67,190.37,255.34,46
127.77,118.12,141.83,118,157.88,46
81.98,76.47,90.99,76.16,99.13,46
57.37,55.68,61.83,52.9,66.79,46
44.52,44.84,46.85,41.95,50.4,46
38.53,38.7,39.27,37.19,43.99,46
34.93,37.41,36.99,33.28,38.98,46
31.62,35.3,35.8,31.47,35.4,46
32.04,31.57,34.94,30.29,33.78,46
38.48,48.27,42.62,39.24,48.7,46
89.41,103.36,92.52,77.13,97.61,46
316.56,286.79,311.73,243.93,270.4,46
619.41,571.13,614.27,532.27,538.19,46
791.1,764.22,800.36,753.51,743.21,46
882.61,866.43,897.49,859.17,857.14,46
942.8,925.75,951.76,895.42,897.47,46
798.03,781.24,821.83,746.53,764.33,46
726.77,718.49,756.41,681.25,718.03,46
866.01,861.45,880.76,827.67,857.63,46
912.38,934.87,945.9,917.72,902.51,46
797.93,848.39,873.03,820.55,823.14,46
573.97,617.51,657.63,568.56,628.96,46
369.11,394.47,428.55,353.14,403.79,46
301.88,327.55,373.78,286.62,329.06,46
326.32,357.17,439.15,310.94,378.76,46
308,318.12,397.72,278.7,377.2,46
256.6,244.19,295.3,210.71,308.73,46
197.27,185.05,218.18,157.06,233.56,46
201.44,198.89,223.59,154.4,221.34,46
204.82,207.07,230.96,152.78,212.09,46
155.18,157.07,189.86,117.74,175.23,46
112.54,113.05,147.38,87.98,138.07,46
84.31,83.86,106.32,69.58,101.94,46
107.59,111.42,136.53,88.43,124.2,46
290.9,286.45,364.57,242.65,330.89,46
458.77,439.47,541.92,410.64,569.76,46
412.74,389.04,467.37,385.71,550.03,46
353.1,356.99,440.18,337.08,481.17,46
514.66,540.83,609.35,507.97,619.26,46
749.1,766.82,803.77,730.31,796.76,46
733.27,715.99,753.68,686.41,751.93,46
521.82,474.07,521.47,472.02,550.2,46
435.6,417.38,469.61,394.56,488.19,46
475.24,481.26,533.62,425.37,523.48,46
436.64,443.85,498.66,388.62,476.39,46
358.4,403.76,462.97,328.08,417.4,46
309.92,379.49,439.08,286.45,381.11,46
278.16,324.03,369,237.46,330.14,46
217.84,241.06,263.81,176.04,250.94,46
158.39,168.6,193.86,125.58,184.51,46
314.55,357.65,282.14,232.4,227.3,46
392.7,453.68,313.15,291.26,241.74,46
241.52,273.1,201.44,186.19,166.08,46
150.91,163.33,132.62,121.31,117.28,46
98.12,102.45,91.68,85.31,84.87,46
66.75,71.87,68.89,64.6,64.37,46
146.71,163.49,179.15,132.21,146.19,46
246.3,282.55,334.46,233.47,289.53,46
248.79,280.85,334.72,227.75,303.14,46
327.78,348.34,396.53,268.51,345.87,45
543.99,572.65,619.08,469.55,547.46,46
594.44,658.4,696.73,541.24,607,46
414.93,488.48,523.78,393.39,452.81,46
453.45,488.73,516.48,407.55,497.84,46
670.3,691.82,721.12,563.39,685.58,46
621.63,644.33,666.32,509.42,607.61,46
535.51,571.26,615.01,464.27,577.67,46
643.32,632.1,714.45,524.15,722.7,46
653.68,576.83,681.72,502.56,725.95,46
588.57,515.23,632.85,503.25,710.67,46
492.68,445.56,565.99,480.42,673.78,46
343.66,323.37,417.54,351.61,486.46,46
289.08,291.64,369.71,281.75,385.6,46
272.55,295.64,383,279.72,380.77,46
208.93,228.4,292.16,214.59,291.95,46
156.13,163.9,204.11,144.03,197.07,46
259.58,272.96,348.93,268.56,358.16,46
496.93,507.25,565.07,461.69,646.15,46
545.25,542.03,554.76,470.92,653.73,46
395,383.05,408.81,358.12,468.59,46
258.02,238.63,260.92,229.45,304.79,46
244.39,224.23,267.41,210.83,293.89,46
378.55,369.94,464.92,363.67,491.65,46
588.66,600.66,694.93,577.3,697.4,46
612.01,634.05,711.22,618.52,707.49,46
441.56,462.14,537.8,466.95,543.02,46
404.72,420.96,471.68,378.28,493.53,46
399.35,413.81,448.88,359.98,505.95,46
293.28,299.39,326.06,274.41,381.42,46
193.22,192.58,213.2,180.74,253.32,46
254.55,269.28,317.81,233.94,333.01,46
348.96,373.85,467.79,331.5,474.77,46
366.91,385.64,483.43,350.63,483.49,47
361.93,390.11,481.79,342.92,477.04,46
421.01,453.17,545.72,404.39,540.37,46
543.4,531.74,615.66,464.69,630.32,47
550.86,493.61,534.54,415.59,608.17,47
425.42,371.16,377.7,318.97,466.57,48
274.14,241.04,251.86,211.89,309.24,48
182.27,163.8,174.71,140.7,206.33,48
253.62,272.43,295.33,208.74,292.23,48
454.61,538.77,577.5,426.88,558.91,48
644.37,714.11,743.65,623.68,723.18,48
718.54,772.15,813.14,693.4,791.47,48
773.74,838.77,888.85,748.43,835.47,48
782.71,821.91,857.37,739.14,759.46,48
589.69,616.12,653.99,549.98,573.73,48
379.95,410.95,434.78,352.77,391.22,48
235.82,270.17,277.11,217.33,251.98,48
141.72,162.04,167.57,130.4,148,47
90.69,101.06,106.1,84.07,94.93,48
64.07,69.24,73.78,59.41,68.19,48
51.36,54.3,60.74,47.98,59.01,48
43.3,45.79,53.45,41.77,55.42,47
79.25,82.94,96.51,72.24,98.97,48
243.6,235.97,280.34,190.46,270.39,48
413.52,394.48,493.89,349.93,448.78,48
390.08,368.19,474.82,373.63,446.97,48
261.43,242.12,310.2,265.04,321,48
257.88,248.04,311.54,239.68,314.79,48
312.92,307.78,390.17,291.47,420.07,48
283.08,274.18,347.77,267.34,394.46,48
212.04,203.81,246.04,186.85,268.26,48
341.11,345.42,370.33,270.12,340.57,48
515.09,491.28,529.39,424.25,536.56,48
519.11,456.01,497.88,488.68,646.26,47
483.92,454.57,484.31,501.74,717.14,48
420.85,425.13,454.76,423.45,632.44,48
335.34,335.42,360.45,300.12,431.9,48
239.55,240.31,258.63,203.25,298.55,48
217.77,224.15,247.33,193.57,271.28,48
280.99,290.77,331.8,242.06,317.28,47
352.71,363.08,387.36,271.92,361.37,48
416.68,419.46,434.04,311.16,401.6,48
520.11,533.03,560.24,379.22,458.21,48
483.96,510.31,530.96,348.99,410.77,48
421.11,444.18,472.65,322.22,376.46,49
473.17,523.7,552.42,388.57,467.8,50
473.09,528.39,562.74,407.18,520.25,51
406.11,428.04,471.54,338.97,462.52,51
314.02,315.42,346.97,243.12,362.1,52
291.06,294.18,338.38,228.48,352.73,51
413.43,447.81,498.61,329.85,472.87,51
630.77,673.57,707.97,513.52,653.66,51
613.9,655.61,697.23,542.2,659.56,52
396.41,437.3,478.62,375.72,466.13,52
255.41,279.62,299.27,231.94,291.32,51
165.09,183.46,192.04,148.06,184.79,51
106.48,117.02,123.65,95.44,115.8,51
74.45,81.39,82.7,63.67,78.36,52
56.55,64.23,61.09,48.29,57.87,51
44.81,51.93,49.33,40.02,44.55,52
37.97,43.12,40.81,34.99,37.11,52
34.4,37.32,35.64,31.17,34.19,52
49.51,53.19,52.79,41.13,49.16,51
65.52,73.18,78.47,58.28,72.75,52
92.52,109.43,130.84,90.18,149.61,51
164.71,193.13,218.41,155.6,264.78,51
183.97,211.24,228.25,171.33,271.1,51
135.22,148.73,161.44,123.6,190.25,51
94.23,100.09,108.4,84.59,123.67,51
66.15,70.64,77.13,60.88,82.95,51
50.54,53.6,60.33,46.59,60.26,51
133.71,140.09,164.16,114.2,156,51
398.73,407.31,446.89,361.53,418.96,51
679.75,685.67,715.88,646.23,680.75,52
706.17,718.58,752.75,679.83,725.57,51
524.16,542.12,584.1,495.36,555.57,51
333.8,347.95,375.35,307.53,351.14,51
201.93,214.34,235.34,188.7,213.62,51
289.7,302.15,326.97,243.11,274.04,52
496.87,529.18,555.05,385.54,434.91,52
601.4,663.68,691.29,444.09,490.41,51
651.65,730.29,778.88,482.06,533.01,51
697,776.29,851.85,542.75,620.98,51
584.88,640.85,708.01,469.24,547.84,52
501.99,557.25,648.48,471.75,551.98,51
624.87,716.1,821.33,645.91,753.27,51
704.06,801.88,894.56,718.39,869.56,51
604.1,679.54,777.16,626.64,806.9,52
475.92,518.16,591.81,483.38,660.41,51
580.43,599.6,647.84,522.88,645.63,51
746.85,758.05,791.11,618.08,739.28,51
762.94,746.79,761.89,587.44,790.78,52
591.56,563.05,568.07,441.88,637.89,51
