mic1,mic2,mic3,mic4,mic5,angle
39.12,40.34,45.33,33.28,41.62,131
182.02,173.57,187.89,185.42,264.13,131
375.88,374.59,425.33,411.61,595.16,130
404.87,406.82,467.96,429.01,624.49,131
312.89,304.83,340.08,298.96,439.46,131
206.09,200.68,223.86,190.45,276.68,131
207.24,197.25,219.62,178.76,269.18,130
300.36,268.13,283.15,228.6,357.31,130
364.01,301.54,298.14,243.13,381.07,131
328.15,263.75,255.76,203.86,316.01,131
232.45,189.52,188.94,144.16,217.28,132
264.51,225.61,234.87,194.77,314.68,131
395.99,385.25,424.5,364.13,564.65,131
459.34,464.97,541.64,469.49,685.54,131
407.06,397.09,472.01,409.01,595.16,131
328.86,322.46,387.14,326.77,489.66,131
343.99,324.39,392.09,327.6,501.77,131
316.5,289.3,348.3,286.19,442.6,131
218.97,201.66,242.49,196.93,309.4,129
144.4,135.13,157.15,125.73,198.28,131
97.11,92.28,105.44,83.78,126.43,131
71.24,67.52,77.26,59.98,86.3,132
58.69,56.28,64.71,47.08,67.51,131
50,48.73,57.2,39.39,57.23,131
44.02,42.88,52.56,34.18,49.71,131
41.62,40.31,49.18,32.18,46.02,131
159.18,114.99,150.22,109.07,178.93,131
368.75,309.35,401.12,287.14,446.23,131
481.46,459.07,609.76,478.08,676.33,131
480.52,462.62,612.98,538.04,726.85,131
400.67,385.35,494.66,438.81,602.85,131
287.75,284.06,364.06,305.75,436.78,131
187.47,191.76,237.33,195.66,279.35,131
118.87,124.7,149.68,123.15,170.41,131
80.92,85.16,100.35,80.53,109.97,131
62.55,68.83,78.9,63.06,85.36,131
102.45,114.57,117.92,90.52,143.52,130
225.59,248.89,276.93,236.82,361.77,131
333.6,350.54,403.66,363.13,499.58,131
307.02,306.53,345.26,306.41,391.49,131
204.69,203.96,225.13,194.1,244.47,131
216.31,209.72,225.31,197.64,268.39,131
300.07,294.48,343.25,309.45,428.61,131
347.61,341.34,434.21,389.56,539.48,131
314.57,301.26,387.26,338.61,473.03,131
210.78,204.79,255.89,217.12,298.74,131
132.95,132.7,162.95,134.11,179.34,131
88.51,90.29,110.14,86.24,112,131
95.2,93.26,108.88,81.11,112.72,131
235.43,225.57,246.87,176.2,253.42,131
446.07,424.67,425.75,307.59,462.39,131
537.84,493.68,484.2,360.62,519.58,131
450.18,398.93,397.09,298.88,401.93,131
292.56,260.79,251.22,190.17,260.92,131
216.03,208.77,213.1,174.79,233.23,131
223.19,223.46,252.98,225.33,292.88,131
221.9,223.96,274.74,237.13,319,131
193.74,201.75,247.85,193.56,274.53,132
163.5,166.01,193.66,142.13,202.32,131
123.58,123.45,141.71,102.39,143.84,132
89.12,87.86,101.21,70.65,99.69,132
72.09,77.65,81.98,59.82,79.04,132
58.66,71.36,66.69,52.97,65.16,132
76.51,82.9,88.35,68.29,89.23,132
225.68,244.07,297.12,215.17,245.7,132
467.52,511.54,589.91,435.26,498.05,132
533.73,584.44,642.78,498.25,614.92,132
503.02,503.19,565.43,433.82,602.53,132
539.59,509.79,611.6,480.52,668.02,132
528.07,534.04,607.73,496.53,657.49,132
438.63,466.6,500.28,395.87,529.12,132
330.27,350.37,384.68,301.03,408.82,132
230.7,237.36,251.68,198.7,282.44,132
147.17,152.08,156.69,125.45,182.78,132
99.04,100.17,101.38,81.49,114.99,132
70.57,69.73,72.27,55.2,76.75,132
55,55.04,57.08,42.91,57.98,132
46.87,47.61,48.91,38.17,48.91,132
212.84,181.43,186.65,153.08,220.83,132
501.22,437.73,455.52,374.65,537.9,132
662.48,581.77,618.07,513.23,719.63,132
658.19,571.36,614.93,501.88,676.78,132
533.07,479.63,507.39,395.08,531.54,132
365.94,339.96,351.1,267.62,380.67,132
223.73,207.54,213.83,163.81,233.33,131
139.95,128.63,133.35,103.18,143.53,131
95.75,90.8,88,73.69,97.61,130
83.92,83.24,75.81,67.62,82.74,130
166.43,167.51,176.07,147.17,189,130
334.52,357.56,411.98,319.69,384.07,130
465.28,526.78,597.26,431,489.22,130
500.52,573.98,621.28,461.84,532.62,130
524.9,555.1,602.74,500.4,578.46,130
518.73,528.04,603.58,510.01,609.32,130
428.73,437.42,521.31,416.3,536.02,130
306.94,307.41,367.45,281.09,368.67,130
193.42,199.64,239.34,181.12,230.65,130
127.48,127.62,155.27,114.84,144.04,130
88.76,86.2,105.18,76.43,95.97,131
64.49,63.87,76.41,53.51,67.3,130
51.59,51.98,61.87,41.08,51.86,130
45.33,46.49,53.56,36.74,45.95,130
43.5,43.39,49.47,35.67,43.82,130
41.83,40.33,45.18,33.67,41.28,130
39.52,38.74,41.03,31.2,38.52,130
40.47,46.28,46.28,35.65,45.44,130
45.26,55.47,61.44,41.31,51.92,130
45.38,52.37,63.38,38.3,46.7,130
42.09,47.65,54.35,34.09,42.3,130
39.66,44.71,48.21,30.7,37.85,131
36.95,41.02,44.76,28.21,34.58,130
37.45,39.34,45.83,27.63,35.5,130
38.67,38.22,45.91,27.33,36.93,130
57.47,53.65,64.12,44.62,63.74,130
220.76,207.53,234.75,197.8,301.01,130
420.97,420.52,491.14,418.31,627.56,130
407.12,422.18,498.96,414.57,618.68,131
280.6,281.77,326.38,262.74,396.75,130
294.66,278.29,308.03,246.37,360.53,130
482.72,461.75,479.18,393.45,530.73,130
680.32,636.14,656.24,557.95,713.02,130
793.24,734.33,761.07,623,787.36,130
763.96,726.52,771.55,605.31,801.53,130
627,619.41,650.57,543.48,759.2,130
490.5,491.08,496.82,439.74,615.67,130
395.83,384.18,403.67,354.04,508.01,130
315.83,307.6,333.07,290.91,421.23,130
226.02,219.34,243.39,208,295.38,130
149.75,142.2,161.21,133.65,192.16,131
100.63,96.68,114.25,90.79,128.73,131
118.73,130.78,134.69,102.84,140.81,130
169.54,201.41,212.05,170.57,236.77,130
180.04,205.75,234.02,192.05,276.8,131
151.57,158.06,181.42,143.02,212.11,131
187.16,183.13,213.73,152.57,225.21,130
299.68,283.71,321.43,239.08,342.01,131
329.71,306.32,339.16,263.66,379.3,131
297.82,287.52,330.95,255.22,349.75,131
292.41,274.6,333.84,264.2,339.59,131
308.47,282.44,347.78,294.22,359.87,131
401,354.67,434.19,373.25,429.26,130
487.78,427.98,503.9,396.79,480.77,131
456.81,461.46,518.53,371.79,478.73,131
348.13,384.26,430.3,303.04,394.71,131
265.35,286.12,316.85,231.78,312.85,131
272.59,305.91,368.79,288.78,403.05,131
278.05,338.7,454.71,356.78,493.39,131
266.07,321.87,425.93,328.91,445.63,131
288.99,314.52,402.06,316.29,424.77,131
330.83,345.59,421.39,321.89,436.59,132
293.86,303.71,354.27,262.42,361.72,132
213.12,221.37,274.77,212.25,276.99,132
182.47,189.4,246.19,198.75,249.5,132
157.14,157.41,204.51,164.2,210.54,133
126.47,125.18,161.95,122.51,159.84,133
105.45,106.93,134.48,98.84,127.88,133
106.19,110.31,138.79,100.59,132.72,133
180.92,150.8,192.68,142.86,191.66,133
267.5,213.77,266.7,194.56,266.89,133
269.89,240.18,299.6,215.57,284.87,134
226.91,214.27,263.69,193.3,245.49,135
196.83,209.12,214.83,162.56,218.72,135
196.67,221.73,217.06,166.36,222.68,137
190.38,211.58,218.95,191.76,210.88,137
150.27,170.9,174.27,172.51,164.32,138
105.2,122.42,121.07,114.66,116.83,139
96.5,109.07,99.04,92.35,106.87,139
87.65,96.37,84.92,78.32,96.42,139
64.63,75.87,65.35,57.13,70.64,139
54.05,64.94,57.77,46.79,57.66,139
48.77,57.8,55.73,41.63,49.94,139
44.81,51.2,51.8,36.79,44.71,139
42.75,44.89,46.63,32.35,41.98,139
42.15,38.73,42.75,29.55,37.92,139
42.32,36.71,41.19,30,37,139
41.21,38.52,40.62,31.68,37.72,139
54.5,50.94,56.34,43.07,58.89,139
109.96,109.78,145.59,110.69,145.24,139
142.25,146.94,199.57,148.61,191.5,139
122.05,120.67,157.7,114.61,148.95,139
215.98,168.64,178.64,145.87,203.72,139
409.62,354.32,381.77,337.66,422.35,140
565.91,550.43,637.67,564.45,660.05,140
600.85,601.86,687.79,651.25,740.35,140
480.92,488.85,543.26,547.14,618.02,140
370.99,388.76,459.47,440.93,518.8,140
350.44,375.73,498.69,456.74,549.26,140
334.45,345.97,483.06,426.51,526.9,140
308.42,297.22,424.46,378.21,462.16,140
313,343.97,521.54,470.39,535.24,140
390.93,404.7,664,600.73,677.12,140
421.32,387.16,616.67,557.35,667.02,140
356.38,354.81,485.34,423.55,528.12,140
285.68,294.66,370.19,306.87,392.76,140
241.61,244.14,291.69,237.36,315.42,140
260.92,238.34,300.68,243.64,312.83,140
255.46,229.33,303.94,234.25,304.07,140
193.08,178.73,229.62,172.45,232.32,140
143.32,142.04,173.86,129.92,176.7,140
150.58,176.45,222.94,164.15,212.47,140
192.85,228.59,301.86,210.69,262.44,140
199.38,228.31,306.71,202.95,254.82,140
225.02,235.33,327.88,223.77,291.24,140
266.6,263.14,367.38,265.24,357.11,140
239.3,233.91,311.26,228.31,316.42,140
171.5,165.34,208.82,150.47,212.47,140
111.26,110.67,135.75,97.17,135.51,140
77.19,75.45,91.41,65.53,87.93,140
58.45,56.59,68.5,49.02,63.34,140
49.63,47.94,56.55,40.41,51.23,141
44.79,43.43,48.64,37.82,44.66,140
42.5,42.98,46.9,37.67,42.91,140
42.02,42.51,45.75,34.96,42,140
40.34,40.59,43.48,32.83,39.85,140
38.98,38.88,42.53,31.95,38.73,140
120.03,139.58,178.3,133.57,148.11,140
253.17,293.73,397.13,303.03,327.59,140
294.92,334.98,448.23,341.03,377.03,140
315.52,317.78,396.48,292.48,380.6,140
354.72,310.95,378.8,265.96,421.91,140
301.06,263.64,322.96,217.45,360.28,140
194.17,180.38,214.92,147.43,230.81,140
330.83,313.35,315.36,237.35,364.06,140
611.8,582.36,593.21,488.91,655.68,140
734.53,662.51,701.17,574.77,736.63,140
612.12,536.52,567.93,434.79,576.88,140
425.36,383.28,412.82,317.75,420.59,140
393.15,355.89,383.26,292.53,404.29,140
414.12,388.93,393.89,293.23,417.3,140
412.15,389.92,395.38,304.12,429.35,140
349.68,323.74,341.89,276.09,376.11,140
359.16,345.14,356.52,287.04,375.1,140
442.27,453.84,496.12,413.72,548.13,140
439.27,470.41,548.18,516.89,716.13,140
356.19,385.35,459.4,449.77,629.53,140
245.89,259.92,312.19,283.49,388.54,140
158.69,166.01,194.72,171.38,231.46,140
197.8,221.47,255.1,199.17,270.45,140
325.79,366.59,452.03,348.5,432.55,140
416.26,417.94,523.02,409.94,502.09,140
382.67,356.53,424.04,326.06,417.42,140
255.89,242.97,284.41,217.02,273.55,140
223.43,220.27,257.92,196.93,247.95,140
321.48,358.79,433.9,316.49,386.86,140
425.96,508.06,644.56,483.84,571.48,140
441.04,529.31,689.23,538.42,624.8,140
355.2,419.67,547.84,429.93,497.48,140
312.31,351.94,445.6,344.38,413.34,140
339.18,360.57,427.38,333.2,433.98,140
294.15,293.12,328.47,265.69,364.66,140
198.69,192.18,210.39,170.45,238.6,140
123.3,121.81,132.03,105.69,147.71,140
81.8,82.22,86.36,68.55,92.87,140
61.34,61.32,63,49.4,63.77,140
51.37,49.21,52.96,41.08,51.21,140
108.57,118.92,127.8,102.48,130.24,140
215.87,246.37,301.93,254.53,339.78,140
269.24,296.64,389.46,338.66,445.31,140
270.32,283.66,372.03,321.61,404.52,140
241.48,247.49,323.96,279.96,353.59,140
309.38,301.76,351.71,290.98,388.69,140
465.54,430.25,458.23,362.71,507.41,140
539.15,497.78,516.69,412.81,566.26,140
560.36,506.49,527.6,407.4,550.12,140
545.6,485.22,517.27,384.74,515.88,140
460.93,411.49,441.84,326.53,438.72,140
328.05,284.79,301.83,216.07,299.24,140
230.97,211.02,234.5,167.27,224.3,140
315.61,282.73,307.65,264.68,344.16,140
482.9,406.45,431.41,409.22,543.94,140
549.4,454.05,503.17,460.99,587,140
499.25,413.62,473.92,415.81,506.2,140
379.36,314.83,350.37,301.87,385.38,140
257.03,215.47,226.84,191.49,252.76,140
220.68,189.42,192.97,153.25,216.3,140
269.6,254.72,277.37,214.57,297.2,140
333.14,332.31,364.93,280.27,354,140
339.77,333.6,358.99,272.49,332.01,140
268.16,265.42,295.64,223.01,277.02,140
188.96,194.94,218.12,160.13,202.9,140
125.39,132.81,145.63,106.52,135.06,141
84.08,87.96,95.13,71.13,88.41,140
60.86,63.12,68.53,50.99,62.4,140
53.75,51.11,57.52,43.82,51.93,140
143.76,141.9,183.02,170.13,207.11,140
329.86,332.48,413.7,382.35,467.15,140
513.76,561.26,634.49,573.43,668.37,140
667.59,738.52,761.44,661.67,801.35,140
619.74,658.9,659.87,542.3,712.97,139
443.44,459.82,466.77,375.53,508.83,140
323.22,323.16,329.18,262.44,361.65,140
240.16,248.98,277.22,210.6,280.54,140
290.77,302.54,365.09,294.7,370.88,140
436.22,439.98,511.83,438.75,531.59,140
527.2,523.18,596.54,501.03,606.61,140
466.62,458.07,526.24,423.32,520.26,140
314.52,309.82,354.96,277.82,337.26,140
196.66,192.29,222.06,174.87,210.19,140
140.4,135.5,157.25,126.88,162.05,140
179.89,182.59,207.33,156.34,214.14,140
237.56,254.03,282.48,205.66,285.79,140
212.91,231.06,260.26,201.28,293.3,140
154.86,168.64,197.74,163.62,242.72,140
139.15,148.73,178.5,144.67,207.71,140
142.66,147.66,170.61,132.88,191.35,141
119.16,120.33,133.74,102.34,145.29,141
88.72,87.18,96.57,74.21,99.49,140
66.38,66.3,72.39,55.94,70.09,141
53.05,53.49,57.62,45.45,53.79,141
45.14,44.89,48.72,37.82,46.48,141
42.44,41.35,44.07,31.93,43.14,141
45.34,43.1,44.99,31.96,41.4,141
43.74,43.29,45.24,33.89,39.3,141
40.76,43.39,46.08,36.57,42.5,141
41.59,41.77,48.67,40.6,47.28,141
41.31,37.82,48.83,38.64,44.28,141
40.92,37.19,46.76,34.51,42.47,141
39.76,38.29,45.68,31.88,42.49,140
37.25,38.39,45.12,30.02,41.06,141
105.74,124.5,145.94,99.82,127.33,141
284.2,327.7,375.23,285.89,365.99,141
442.6,515.74,615.61,486.03,622.5,141
521.2,600.97,736.28,552,691.35,142
487.64,541.94,636.22,449.44,552.77,141
349.87,388.25,433.39,300.3,379.08,141
219.65,246.37,268.26,189.47,245.89,142
135.67,151.53,162.71,116.57,149.12,141
91.12,97.73,105.24,76.14,97.43,142
67.64,68.69,74.28,55.03,70.45,141
55.86,54.02,59.57,43.07,55.65,142
48.28,44.93,50.69,36.1,46.5,142
43.36,39.22,44.14,33.18,42.43,143
41.75,38.4,43.6,34.53,41.51,143
107.85,105.14,125.79,105.99,136.89,143
330.48,338.87,357.77,318.76,403.25,144
506.44,555.76,525.7,460.63,605.37,144
461.29,546.79,502.42,418.5,560.01,144
375.81,469.67,489.31,387.66,470.12,145
389.76,499.71,595.3,465.28,540.11,145
441.99,569.65,700.58,542.12,648.35,145
397.77,506.47,623.57,472.98,574.07,145
281.46,344.88,427.27,322.14,383.75,145
187.05,220.63,268.88,206.85,238.52,144
122,143.35,167.1,135.92,156.99,145
88.06,101.59,113.98,97.95,118.51,145
163.81,189.28,232.56,181.88,213.65,145
377.86,434.66,509.84,429.6,482.76,145
584.47,643.28,734.39,677.22,730.78,145
716.92,770.32,862.1,809.55,857.34,145
727.96,757.02,836.47,772.95,826.34,145
563.74,566.24,626.83,573.84,633.26,145
357.56,364.6,400.53,362.11,413.2,145
216.25,219.92,248.71,219.1,250.79,145
132.22,135.09,152.99,132.99,154.07,145
247.1,239.52,236.19,187.02,263.52,145
474.64,442.71,422.08,331.16,510.7,145
572.35,483.25,512.89,417.39,634.43,145
540.39,435.56,499.79,403.81,573.75,145
462.03,393.69,459.25,368.52,499.28,145
365.44,319.02,391.24,326.44,446.55,145
257.89,227.45,287.37,247.58,345.41,145
186.94,167.71,213.57,187.3,261.54,145
197.97,181,218.08,188.11,251.48,145
287.15,263.23,292.39,235.87,304.8,145
339.19,309.26,319.93,230.67,315.89,145
281.49,255.59,257.81,173.69,253.07,145
181.33,168.77,170.41,117.9,166.5,145
118.06,112.46,113.32,84,110.32,145
159.63,154.79,159.3,122.49,166.35,145
249.21,269.64,308.57,235.81,317.03,145
289.99,356.11,446.23,332,425.31,145
301.47,360.84,467.64,343.95,422.77,145
275.19,297.09,390.36,289.47,346.62,145
234.22,250.19,325.64,246.45,309.51,145
259.45,260.62,316.01,246.95,345.84,146
304.42,286.62,314.09,240.04,359.3,145
273.14,263.61,281.3,208.95,302.26,145
199.44,201.4,222.35,164.27,228.03,145
130.86,135.23,151.18,109.63,155.1,145
158.9,150.9,160.42,119.61,178.96,145
245.25,224.34,235.76,176.21,274.12,145
248.48,235.65,252.13,183.76,276.69,145
188.24,189.68,206.41,147.3,208.95,145
127.41,132.22,146.45,103.17,142.52,145
85.62,88.13,96.75,67.95,93.74,145
82.21,82.33,94.24,70.36,95.3,145
140.44,139.31,182.34,138.56,167.11,145
216.01,240.52,308.64,220.77,247.38,146
221.27,264.42,314.31,217.53,239.07,145
163.05,190.35,216.15,150.58,167.8,145
212.75,200.22,211.77,150.3,208.3,147
325.46,276.38,278.58,214.94,329.83,145
295.36,253.96,256.31,206.36,312.22,145
254.07,231.03,235.36,176.31,267.17,145
259.53,252.53,265.31,186.68,279.52,146
259.76,253.47,283.09,211.22,297.68,145
292.15,282.89,310.06,241.23,331.06,146
321.48,318.32,326.05,241.6,351.59,145
320.29,308.13,302.12,221.95,350.11,145
272.82,253.56,252.34,186.12,294.36,145
199.04,186.36,200.78,146.14,217.69,145
136.15,128.81,146.38,107.82,153.29,145
92.57,87.55,98.86,73.96,103.19,145
67.43,65.77,70.24,53.42,72.98,146
53.36,53.69,54.35,41.74,55.3,146
46.02,47.38,45.34,35.17,44.88,146
43.14,42.42,40.39,31.98,39.2,145
43.07,38.63,41.4,31.27,38.86,146
41.6,40.48,44.56,31.38,40.36,146
40.36,41.92,45.49,30.96,41.15,146
69.59,71.36,89,66.6,97.49,146
143.89,153.43,200.4,145.2,210.09,146
210.4,226.13,303.24,215.39,300.41,146
262.8,263.6,355.48,257.75,354.72,146
269.83,259.49,335.17,243.53,337.88,146
259.63,252.32,297.56,217.46,314.99,146
301.4,291.37,339.6,247.84,356.35,146
322.73,322.27,391.43,290.23,403.04,146
324.53,336.72,420.87,340.08,454.42,146
334.56,353.59,417.34,343.15,453.26,146
288.15,303.82,330.16,260.13,356.08,146
195.56,200.64,221.31,171.85,237.71,146
131.23,134.35,155.42,119.57,158,146
182.99,192.75,218.09,169.02,228.05,146
270.73,280.13,326.58,262.96,357.35,146
284.01,296.8,361.44,279.24,373.68,146
281.61,294.51,362.67,269.8,344.67,146
255.98,253.86,310.47,242.4,302.04,146
217.5,219.03,267.93,212.09,263.29,146
287.78,305.31,381.28,300.74,347.06,147
406.22,422.78,550.4,463.9,550.47,147
399.66,423.6,559.77,495.26,594.47,147
296.79,325.3,416.21,361.5,419.26,147
205.81,221.65,274.35,229.06,266.85,148
186.06,206.28,260.32,208,242.78,148
271.37,347.67,412.68,329.44,361.46,148
388.33,547.68,613.88,495.61,513.76,148
408.49,565.28,641.19,520.66,519.85,148
320.05,419.56,473.28,382.65,380.55,148
204.8,264.86,286.68,229.58,233.98,148
127.2,161.42,173.28,138.94,145.06,148
84.55,107.91,111.23,90.44,98.42,148
96.96,115.12,124.51,99.07,127.14,148
147.9,174.35,220.13,174.34,204.29,148
188.83,237.06,313.3,238.25,248.86,148
213.53,267.87,327.02,245.06,270.92,148
239.1,274.86,305.02,234.99,281.71,149
219.69,239.31,257.2,196.99,242.88,148
175.61,198.52,228.66,178.11,211.86,148
180.1,203.29,260.61,202.44,236.79,148
179.81,194.55,248.37,188.6,223.74,149
214.09,253.57,296.96,221.78,259.96,149
305.13,358.96,446.39,329.46,370.19,147
320.13,350.61,458.16,334.74,370.34,148
239.98,256.37,323.73,238.76,270.01,149
295.45,327.19,330.55,245.81,306.58,148
454.93,545.36,552.13,444.32,530.3,149
512.57,631.73,720.37,620.83,670.48,148
540.99,658.15,769.91,647.69,699.66,148
499.88,591.38,673.14,544.56,636.23,148
399.29,468.32,558.56,442.46,534.52,149
350.62,414.86,529.85,424.79,504.63,148
326.66,350.62,439.32,370.14,436.68,148
265.86,262.83,315.33,266.8,319.93,149
175.8,171.59,203.06,170.32,215.97,149
111.35,111.54,128.92,108.97,142.6,149
76.52,80.45,89.75,73.84,97.85,149
58.1,62.78,69.07,54.08,71.62,148
50.16,51.17,57.56,44,57.46,148
85.23,84.32,84.79,73.88,95.97,148
168.79,175.73,191.99,161.43,203.8,148
233.2,253.79,284.51,245.14,311.47,148
271.35,289.27,310.56,273.76,362.16,148
282.9,292.49,312.68,261.92,355.87,147
223.18,231.06,248.77,205.3,276.33,147
143.25,145.69,159.47,130.81,171.46,146
214.85,221.62,226.42,183.97,259.93,146
395.89,389.38,379.46,314.75,456.47,145
485.59,446.57,424.9,356.23,536.09,147
463.07,414.74,411.32,336.28,516.92,145
419.29,388.81,417.14,340.93,488.03,145
390.94,382.92,423.53,359.13,481.8,146
350.57,348.77,388.37,336.12,443.65,146
269.26,266.89,296.4,258.61,346.04,146
170.64,172.75,189.59,166.04,227.93,145
110.33,114.06,122.13,106.26,145.01,146
78.62,77.7,84.06,72.67,95.04,145
59.44,56.09,62.75,53.22,67.53,146
59.47,57,64.78,50.25,65.6,146
116.86,118.92,127.04,91.01,128.43,146
176.69,183.02,192.52,140.97,197.31,145
167.75,173.45,185.58,138.11,187.6,145
125.56,130.68,138.69,104.83,137.83,146
88.24,92.11,96.52,75.99,94.64,146
67.8,68.39,73.32,55.67,69.47,145
56.18,54.82,61.93,46.27,55.62,146
144.79,171.56,199.18,149.41,167.68,145
332.07,365.17,418.07,314.88,392.79,145
425.51,419.12,473.26,384.26,525.33,145
409.25,388.7,443.01,376.49,542.62,145
328.57,319.04,366.03,299.04,440.25,145
218.57,218.62,248.16,195.27,278.29,145
244.83,231.71,283.94,215.22,258.31,145
353.21,325.8,399.91,304.76,367.65,145
342.59,324.22,369.36,294.6,389.57,145
255.53,246.66,271.65,223.55,298.22,145
188.34,179.41,205.36,160.65,211.34,145
134.63,127.1,144.23,111.33,146.63,145
167.56,182.75,214.88,169.03,215.66,146
266.26,292.6,350.72,285.91,353.76,145
272.83,287.77,342.25,288.35,351,145
321.44,333.78,383.49,311.37,387.1,145
476.62,484.97,513.78,396.3,522.12,146
514.09,527.3,539.7,418.15,552.18,146
386.39,403.08,421.99,335.84,432.81,145
355.61,362.4,378.49,301.97,404.69,145
470.3,504.21,532.21,405.74,511.22,145
488.8,541.16,577.05,419.97,496.29,145
404.51,429.21,472.08,337.75,401.25,146
327.77,333.25,388.61,275.95,341.13,145
252.34,256.63,302.5,211.67,273.41,145
172.33,182.22,213.09,149.67,195.28,144
174.56,183.07,208.98,153.18,192.04,145
229.52,234.43,263.97,192.06,242.7,144
222.81,225.62,248.69,172.91,230.65,145
201.63,214.33,240.23,168.41,219.34,145
254.16,258.64,317.34,236.34,292.57,144
277.75,273.15,344.19,255.07,311.66,145
212.61,216.18,273.1,193.6,235.56,144
252,300.01,371.54,280.57,328.05,144
398.06,486.23,604.84,474.89,517.12,144
480.75,527.48,642.93,514.86,550.29,145
433.77,442.86,511.24,411.66,451.18,144
304.31,306.43,346.42,274.12,305.99,145
191.81,191.47,216.65,171.99,196.74,144
118.51,120.25,135.78,107.21,124.19,144
80.02,84.03,92.85,70.77,83.22,144
60.41,65.13,70.45,52.95,63.99,144
57.34,62.92,70.71,53.69,66.63,144
155.91,194.44,202.57,207.07,234.62,145
314.93,364.44,372.27,366.01,395.93,145
357.51,380.72,412.78,366.72,398.35,145
376.63,416.95,497.75,441.2,502.89,145
456.65,525.51,668.56,564.94,653.79,145
446.54,501.36,655.14,520.5,622.81,145
346.12,382.14,492.28,382.57,469.43,145
257.61,294.1,363.53,279.26,341.09,145
232.22,259.15,305.9,243.99,306.38,144
265.82,272.23,315.03,278.9,349.71,145
302.24,301.52,333.19,284.92,351.52,145
287.07,287.89,307.04,242.17,295.81,145
229.9,231.76,255.15,197.62,242.59,144
290.43,267.26,321.77,248.72,328.85,145
434.14,365.39,441.17,354.04,495.54,145
502.68,447.44,547.47,440.56,573.69,145
542.52,534.72,659.12,517.51,635.52,145
543.47,564.98,693.01,532.33,650.57,145
469.61,490.88,621.05,472.17,560.41,146
440.39,457.23,580.86,443.64,530.57,146
436.38,477.68,606.75,472.5,571.89,146
364.24,415.68,520.81,412.5,506.92,146
329.94,347.94,420.26,334.33,437.39,145
348.38,331,405.79,319.83,446.77,145
294.41,279.6,345.65,269.23,380.66,146
228.47,234.37,279.84,218.68,291.42,146
249.04,277.94,303.58,231.02,292.65,146
305.92,331.28,330.56,244.88,311.46,146
330.58,335.93,314.99,227.72,293.07,146
279.14,281.22,262.16,185.06,239.97,146
279.55,257.69,253.48,185.27,251.22,146
343.36,307.8,312.54,237.97,364.19,146
341.27,322.48,331.17,257.83,423.38,146
305.05,293.56,303.12,238.55,398.82,146
236.41,229.47,242.34,191.91,319.54,146
155.41,154.9,169.5,132.43,208.36,146
159.52,161.64,179.3,127.68,184.28,146
179.83,182.37,203.3,141.7,194.43,146
171.54,176.7,201.96,149.97,206.41,146
203.56,229.91,249.55,184.89,235.38,146
210.22,249.8,259.33,187.57,235.92,146
160.15,189.41,202.75,147.14,199.38,146
106.77,125.39,138.09,99.74,134.89,146
74.85,83.13,92.62,68.55,88.81,146
59.14,64.9,68.66,53.7,64.99,146
51.9,59.21,59.98,45.24,52.8,146
46.69,52.18,55.45,39.39,47.64,146
41.82,44.44,48.06,35.86,45.18,147
41.19,40.17,43.49,32.82,42.23,147
163.5,158.18,204.86,150.52,170.73,146
392.99,360.1,469.08,345.82,430.71,146
483.36,448.26,583.31,439.86,579.54,146
472.91,462.48,584.36,453.07,606.06,146
467.21,465.36,569.6,453.52,594.79,147
478.11,479.05,619.28,496.54,614.5,146
541.65,535.44,710.23,563.7,675.46,147
478.7,482.88,626.45,501.45,578.42,146
326.57,344.04,445.03,351.58,410.4,147
254.34,272.55,347,265.72,329.41,147
226.69,245.27,303.73,229.28,286.42,146
203.41,214.78,257.24,191.61,242.71,146
157.08,158.47,182.3,138.73,177.83,146
106.6,107.56,123.83,96.54,119.82,147
73.56,74.3,85.9,67.12,81.9,146
55.84,55.03,65.39,50.81,61.63,147
46.12,46.17,54.21,41.34,50.09,146
43.43,41.79,48.61,35.2,42.88,147
44.9,42.61,49.51,34.63,42.46,146
48.05,49.49,58.11,37.67,47.74,147
49.46,52.84,62.6,38.07,50.49,147
47.09,50.05,57.77,34.69,49.06,146
43.22,44.53,50.71,32.69,45.21,147
40.25,39.02,45.59,31.64,41.28,147
39.41,38.05,43.63,31.33,39.24,147
38.26,37.79,40.22,30.94,37.93,147
37.18,38.85,37.01,30.01,37.01,147
37.81,39.64,36.77,30.72,37.24,147
41.49,41.01,42.85,32.29,40.23,146
52.49,52.72,59.42,40.04,53.27,147
61.34,64.57,69.74,49.82,65.09,146
82.45,84.85,92.57,69.51,92.3,147
207.5,169.79,188.88,156.28,217.66,147
432.69,347.99,395.72,320.38,434.65,147
586.08,477.08,565.58,490.89,643.04,148
601.82,526.05,646.58,620.51,778.09,147
685.1,662.77,769.42,755.33,868.41,147
790.24,771.65,868.91,875.66,938.97,147
682.55,674.28,774.76,764.42,852.69,147
514.23,515.41,589.85,538.79,674.98,146
451.96,452.34,519.4,452.35,598.49,146
381.94,383.81,462.31,382.62,513.15,145
263.16,265.33,334.98,270.2,366.06,146
177.5,187,225.26,183.33,250.81,144
250.17,308.44,348.73,273.3,371.86,144
409.54,540.12,597.24,479.7,642.54,144
567.3,696.16,722.39,593.63,801.02,143
655.61,709.95,725.55,609.59,858.86,143
591.25,594.75,637.79,567.47,812.31,144
463.95,452.87,476.77,436.48,622.59,144
