mic1,mic2,mic3,mic4,mic5,angle
709.34,746.37,805.75,762.17,827.00,94
683.60,715.35,757.82,743.92,842.78,95
654.15,687.93,714.40,680.13,842.88,95
799.66,829.96,840.67,772.34,918.00,94
897.36,917.24,922.58,864.93,965.10,94
866.83,892.98,957.21,900.59,977.48,94
681.16,706.52,817.02,760.22,860.11,95
494.38,494.95,582.97,534.20,680.53,95
522.65,527.48,620.04,581.44,710.40,95
638.28,669.01,800.75,764.11,855.08,94
551.85,592.75,732.50,688.28,793.60,93
391.27,420.51,521.17,478.01,595.37,95
363.17,367.91,445.07,393.14,514.63,94
433.85,414.09,493.33,409.57,559.99,94
518.55,474.29,558.91,443.00,625.50,95
518.53,452.88,508.51,390.65,562.87,94
537.64,490.47,562.53,444.60,594.25,95
668.81,668.34,758.07,635.56,786.81,94
661.25,688.98,759.47,630.03,755.58,94
489.01,514.95,575.17,455.51,553.54,95
429.00,448.28,504.09,403.87,525.79,95
487.09,491.18,568.59,461.30,643.03,94
506.89,495.63,567.11,459.25,693.22,95
412.51,407.36,460.68,364.22,570.95,94
268.60,269.01,303.77,232.40,368.50,95
173.17,175.06,191.52,148.78,237.25,94
344.49,345.24,354.07,329.37,381.05,95
664.83,666.66,671.27,657.90,684.63,95
677.34,703.40,713.69,688.07,759.39,95
484.98,519.37,545.30,500.38,612.42,95
348.73,387.00,442.84,375.41,466.40,95
389.26,445.81,543.80,440.95,569.96,94
582.53,639.30,733.95,642.26,777.24,94
714.95,784.02,868.32,813.30,891.16,95
597.84,667.35,747.68,711.80,789.24,95
370.81,416.65,468.62,444.87,525.21,95
306.60,391.00,504.66,436.09,448.13,95
439.23,576.75,740.53,651.91,619.47,94
609.33,728.91,872.24,824.08,809.06,95
750.93,816.45,940.49,914.64,901.07,94
873.36,897.99,976.83,963.82,949.56,95
941.32,954.89,996.52,988.77,981.81,95
845.31,863.38,941.05,914.29,967.56,95
597.50,614.34,724.44,673.18,771.74,95
576.94,583.82,668.77,610.94,700.15,95
600.63,609.01,712.63,631.05,771.08,94
423.19,434.01,534.95,448.86,604.42,94
328.91,383.57,471.86,375.78,476.32,95
363.62,485.85,639.27,526.97,584.46,94
468.75,590.63,798.59,681.41,750.39,94
492.53,572.16,763.17,645.84,764.07,95
386.38,430.80,579.97,488.61,606.73,95
448.83,492.57,608.43,538.76,626.23,94
514.65,577.40,690.94,634.98,745.65,94
379.99,427.56,529.37,483.19,609.79,95
361.59,340.75,448.15,400.62,520.24,95
524.58,506.30,613.27,564.32,642.76,95
681.60,747.36,806.06,771.91,768.38,95
803.23,876.04,906.91,886.46,863.11,95
886.31,938.18,958.83,946.96,935.97,95
847.68,910.36,976.12,931.44,968.02,94
844.01,890.11,983.48,919.04,985.22,95
922.17,937.87,996.40,959.66,1000.18,95
802.08,811.95,851.58,818.78,872.44,94
568.25,566.70,597.66,551.62,647.99,94
398.64,402.85,407.06,369.64,474.92,94
289.08,291.76,290.13,256.26,359.01,94
352.63,362.16,427.29,368.49,486.43,94
578.96,605.44,695.13,639.11,736.75,94
786.72,802.21,849.26,819.54,870.98,95
874.35,870.24,915.59,864.23,940.80,95
756.57,743.90,799.61,713.75,824.23,95
530.86,529.28,596.36,512.58,629.29,95
353.79,357.26,424.78,354.05,461.33,95
246.31,252.91,303.21,238.08,323.96,95
234.21,229.29,264.38,202.90,301.27,95
297.94,271.94,287.87,232.11,360.66,95
327.85,303.29,321.88,254.77,385.93,95
309.28,292.87,322.17,237.91,361.34,95
306.51,281.46,302.49,217.63,355.92,95
294.55,282.19,325.20,243.39,390.86,95
404.02,458.76,522.09,441.86,575.48,95
614.62,713.95,754.41,693.18,784.19,95
616.71,695.09,748.72,694.76,791.03,95
426.80,472.01,538.96,487.61,603.83,95
493.11,519.58,560.73,529.87,609.89,96
618.80,634.05,689.00,685.32,798.80,96
494.11,510.91,578.79,572.81,712.83,96
448.64,448.08,511.96,458.63,597.69,96
436.14,412.90,468.47,393.31,544.77,96
305.07,292.70,325.29,265.98,369.65,96
186.94,183.83,203.71,165.11,223.27,97
267.77,233.40,316.21,241.32,290.56,97
535.62,489.24,606.80,490.98,557.32,98
749.52,739.90,801.73,675.06,766.34,98
862.59,870.23,903.70,790.50,875.67,98
929.00,937.30,957.63,890.90,941.09,98
957.45,974.21,986.25,945.69,975.71,98
974.45,995.15,1001.19,978.11,995.21,98
967.54,1000.10,1003.97,943.63,992.72,98
886.00,981.40,994.42,885.48,949.11,98
847.75,966.39,993.26,883.82,935.43,98
804.36,924.37,977.36,804.78,902.95,98
596.93,712.15,774.47,590.45,695.23,98
426.75,490.23,528.25,416.92,509.14,99
346.79,387.57,412.19,324.44,422.53,98
244.33,276.13,292.57,224.30,299.16,99
156.20,173.04,180.18,139.53,186.49,98
269.18,310.95,346.00,295.14,348.10,98
482.81,594.26,664.42,588.64,656.43,98
482.90,595.09,677.85,604.35,674.63,98
361.03,412.89,492.89,430.87,515.36,98
288.34,301.54,368.63,304.23,393.27,98
252.32,243.91,309.76,235.99,319.75,98
217.03,246.10,326.61,238.38,291.18,98
209.60,285.02,386.32,274.30,288.70,98
235.61,285.49,371.59,267.94,308.21,98
215.24,225.73,276.88,205.57,268.66,99
146.28,147.93,174.62,133.34,175.35,98
97.14,98.48,111.93,88.00,115.66,98
68.62,69.56,78.97,60.75,77.33,98
56.61,55.19,62.01,47.00,58.53,98
49.63,45.54,52.21,38.16,46.56,98
43.59,39.06,44.70,33.06,38.40,98
40.44,34.97,41.49,30.64,35.58,98
37.36,32.83,41.26,29.38,34.59,98
35.28,32.91,39.70,29.44,35.02,98
34.90,35.34,37.93,30.66,36.45,98
36.62,38.29,38.92,32.50,38.62,98
38.00,37.43,39.20,32.98,39.28,98
36.80,35.79,39.10,34.18,38.19,98
35.70,36.85,40.01,34.81,37.14,98
35.84,37.64,40.24,33.47,35.64,98
36.40,39.48,42.28,33.01,36.53,98
39.31,42.36,48.12,37.31,45.12,98
274.16,275.27,283.30,272.15,283.16,98
627.89,629.18,634.81,625.41,634.02,98
813.69,815.56,818.73,812.63,817.37,98
911.13,912.11,914.48,911.06,912.58,98
962.23,962.26,963.26,962.19,963.70,98
989.37,989.39,988.71,988.63,991.57,98
998.52,998.53,1002.96,989.77,1004.93,98
1001.62,1003.06,1009.91,989.88,1011.65,98
1000.84,1009.24,1013.06,1001.89,1014.69,99
1001.40,1012.24,1015.42,1008.64,1015.55,98
909.65,946.86,997.05,957.65,1009.31,99
688.45,748.03,828.97,752.71,848.04,99
512.29,550.32,628.42,532.68,644.82,98
454.06,484.42,648.30,502.71,576.54,98
499.69,565.50,790.39,630.03,664.73,98
573.71,660.65,866.23,705.80,809.01,98
610.66,682.81,854.88,654.73,847.26,99
589.07,648.00,802.58,587.45,822.99,98
502.74,550.22,689.95,505.24,714.70,98
386.68,424.13,524.07,381.05,532.92,98
279.74,303.11,375.34,267.71,379.48,98
355.40,392.46,477.49,363.71,453.84,98
601.92,648.51,730.18,625.38,686.04,98
715.99,815.85,867.55,811.18,844.04,98
728.19,863.25,906.73,887.59,926.02,98
801.01,896.84,926.94,928.19,968.32,98
877.74,951.18,970.24,968.98,990.64,98
842.96,860.49,879.76,871.21,975.03,98
705.52,683.12,699.39,663.37,864.10,98
629.25,588.39,614.34,549.16,766.04,98
540.44,497.12,540.07,454.90,630.71,98
379.82,356.74,390.39,307.69,412.59,98
389.23,402.28,444.71,374.06,473.03,99
533.27,613.71,663.35,595.40,706.10,98
496.81,580.38,625.89,571.30,694.34,99
347.97,393.50,448.80,399.27,523.49,98
246.62,277.79,325.06,276.03,367.39,98
204.49,240.36,285.35,228.68,291.90,98
208.56,252.38,306.22,230.99,290.75,98
221.20,238.33,282.93,220.00,300.67,98
282.78,274.03,316.19,269.00,388.32,98
309.42,295.53,345.03,297.21,446.26,98
279.34,278.78,324.93,266.75,401.43,98
276.55,301.84,376.84,308.23,405.53,98
318.36,366.46,492.38,411.15,531.98,98
381.30,439.87,582.32,464.15,632.39,99
349.12,391.64,509.97,392.12,543.75,98
247.70,265.83,345.99,268.23,379.64,98
170.63,174.59,224.32,175.85,251.20,98
115.11,114.31,144.80,113.76,160.26,99
80.15,78.06,98.28,78.50,105.87,98
60.00,55.80,70.18,57.22,72.70,99
48.52,42.75,53.84,44.21,53.96,98
43.01,38.80,46.03,35.98,44.42,98
41.10,51.81,48.16,37.66,45.65,98
104.64,166.41,173.11,123.17,147.42,98
369.93,447.58,466.86,398.24,429.54,98
677.39,720.07,730.13,694.32,710.18,98
839.76,862.99,868.72,849.55,857.11,98
925.46,938.06,941.29,930.33,934.03,98
970.18,977.24,978.20,972.25,974.90,98
987.79,978.80,993.41,987.43,995.51,98
964.70,879.69,964.29,883.47,973.99,98
958.39,846.37,952.91,835.44,963.00,98
986.89,928.19,983.79,921.29,988.34,99
853.07,825.06,884.21,847.52,918.85,98
576.93,558.96,630.23,600.09,684.88,98
542.30,548.46,607.89,566.34,642.63,98
727.19,754.31,798.71,759.10,819.47,98
862.16,879.19,904.03,883.36,914.87,98
935.00,939.10,958.52,932.19,962.98,98
831.97,828.85,857.87,806.84,872.15,98
736.84,740.95,795.54,730.42,820.44,98
811.98,811.02,879.43,800.74,909.16,98
893.03,878.42,933.49,863.50,960.96,99
845.92,867.46,959.07,858.72,956.20,98
746.27,823.73,958.08,827.06,953.00,98
617.53,699.31,808.63,718.98,841.84,98
589.55,649.20,738.53,682.17,783.11,99
752.80,782.50,863.78,829.35,892.30,98
803.81,834.37,934.88,909.03,926.82,98
834.50,875.31,974.38,953.72,946.27,98
742.23,760.89,842.00,827.87,864.38,98
655.58,666.28,750.68,702.43,818.30,98
629.72,645.35,722.15,640.31,799.27,98
651.85,664.07,728.77,667.17,792.69,98
665.55,675.75,733.66,664.46,759.37,98
592.37,667.26,735.97,636.75,695.60,98
711.96,814.40,870.34,791.54,802.41,98
855.89,909.35,935.44,872.56,904.29,98
926.23,957.23,953.64,889.74,958.42,98
950.26,983.42,968.39,923.57,983.56,98
961.85,993.74,990.44,966.09,995.96,99
982.48,999.84,1002.42,989.71,1006.02,98
998.75,1008.76,1009.87,1002.52,1011.27,98
1007.71,1013.18,1013.76,1009.44,1013.77,98
900.99,910.54,923.03,878.23,907.74,98
680.82,698.00,741.57,634.52,711.12,98
674.21,691.31,739.15,641.92,715.60,98
779.06,811.88,870.32,819.82,858.99,98
809.87,861.90,930.65,856.48,922.58,97
882.13,922.91,964.28,876.57,956.01,98
895.69,950.68,984.95,852.39,963.66,98
708.18,769.15,815.00,644.22,787.40,98
513.02,561.34,637.14,498.29,620.11,98
464.96,524.12,628.47,492.65,642.05,98
554.39,612.52,713.35,580.08,744.58,98
613.25,656.02,762.67,645.30,845.42,98
504.36,534.09,638.76,548.82,750.08,98
386.09,413.56,503.33,427.22,572.66,99
354.25,371.46,466.59,398.19,553.22,98
365.37,376.26,465.12,392.12,558.61,98
363.28,372.31,450.24,367.44,523.66,98
396.61,415.19,508.69,393.29,559.68,98
386.04,406.49,510.51,379.05,548.84,98
386.98,401.48,506.20,379.26,540.31,98
541.42,547.79,645.95,523.05,682.88,98
742.03,734.12,801.60,704.71,841.67,98
828.07,827.77,883.31,765.57,903.50,98
742.70,758.31,827.22,673.50,846.61,98
666.82,675.69,796.52,635.97,832.69,98
667.15,666.04,846.47,702.68,908.14,99
536.07,538.36,690.14,582.35,747.91,98
508.79,489.90,633.66,550.63,671.69,98
658.78,658.00,808.09,749.46,837.03,98
787.50,815.06,907.50,874.51,923.79,98
896.51,909.46,961.05,941.92,969.31,98
823.83,847.32,932.34,884.34,957.69,98
592.98,613.61,710.09,645.60,769.22,98
598.73,603.28,650.52,613.04,704.81,98
794.89,801.32,826.70,805.70,853.59,98
743.06,753.60,783.33,764.97,845.66,98
589.56,594.34,645.48,605.05,753.79,98
571.84,574.10,648.83,579.69,763.21,98
548.49,558.03,671.86,587.96,791.80,98
427.77,432.03,539.49,464.87,634.36,98
275.60,278.78,336.77,288.27,393.69,98
306.87,294.19,343.58,296.51,445.48,98
496.26,463.83,526.18,452.85,689.57,98
688.34,663.04,713.04,645.84,840.86,98
845.24,832.75,858.13,823.54,925.55,98
927.12,921.80,934.09,915.56,969.27,98
970.81,968.99,974.68,964.54,992.09,98
993.85,993.38,995.87,990.58,1004.72,98
994.88,997.50,1006.21,998.19,1011.07,98
919.16,886.58,869.37,840.80,917.33,98
751.26,698.88,669.58,603.99,745.53,98
738.71,713.52,707.55,642.00,751.97,98
870.81,859.34,856.22,822.25,878.21,98
940.94,935.91,933.57,915.84,944.33,98
913.00,938.11,970.11,952.49,979.07,98
733.71,772.15,838.10,803.32,849.47,99
667.39,679.08,736.21,667.62,771.79,98
611.02,615.69,661.05,574.57,716.67,98
411.40,411.92,442.77,373.73,478.01,98
284.99,282.39,304.22,245.72,311.14,98
229.53,221.01,246.27,185.37,246.53,98
250.79,253.28,312.12,238.98,313.21,98
452.42,473.79,540.36,466.33,545.24,98
705.14,727.53,760.36,687.06,770.08,98
833.21,853.98,882.59,805.61,887.18,98
743.22,756.21,800.79,730.01,807.96,98
592.51,585.19,636.42,549.04,666.94,98
600.87,574.34,625.94,508.62,687.53,98
583.72,575.37,648.68,498.52,694.69,98
449.27,455.43,528.11,388.78,545.66,98
294.23,293.86,344.22,254.78,358.88,98
247.98,253.29,310.89,227.87,309.69,98
322.82,329.65,398.67,300.13,430.80,98
498.61,509.83,584.10,506.61,644.85,98
712.51,729.36,790.12,748.48,822.78,97
859.29,868.08,898.83,877.58,915.88,98
935.65,940.48,955.81,945.91,964.47,98
973.11,977.54,985.54,978.23,989.58,98
875.04,863.01,836.35,805.52,835.59,98
631.90,605.06,574.18,527.01,574.26,98
402.69,382.95,383.09,344.84,383.61,99
245.54,233.32,237.22,207.46,234.14,99
155.64,148.54,159.42,141.26,157.58,100
109.67,108.84,118.82,108.86,118.57,100
82.82,83.81,86.15,79.52,86.27,101
67.60,65.50,67.20,61.58,66.06,101
80.22,109.72,59.45,54.61,57.90,101
88.96,139.02,61.39,52.41,55.08,100
72.01,101.96,60.49,44.80,49.07,100
57.66,75.68,53.08,37.01,44.25,100
48.02,58.14,47.07,32.94,40.07,101
41.80,47.32,42.49,30.34,35.49,101
36.63,39.75,36.76,29.22,32.15,100
66.45,63.06,55.04,53.98,61.96,100
84.64,79.05,77.73,70.48,81.10,101
70.23,67.55,80.49,60.21,70.77,101
68.69,65.37,84.32,61.54,70.40,101
63.34,61.37,79.15,58.42,61.60,101
53.61,53.54,63.06,45.31,50.56,101
49.50,49.22,51.56,40.14,47.42,101
48.78,54.61,54.16,41.75,48.42,101
45.78,56.23,61.73,40.19,48.22,101
43.25,49.19,61.86,37.95,45.24,101
52.70,55.07,75.31,49.21,54.45,101
290.22,292.18,312.55,286.02,293.53,100
636.75,637.77,649.12,631.92,638.95,101
729.62,730.87,752.10,676.90,731.97,101
778.57,779.70,806.32,700.86,780.51,100
893.52,893.40,907.76,852.25,894.06,100
953.28,953.45,961.19,931.26,953.79,101
984.70,983.83,988.11,961.97,983.78,100
989.15,999.21,1001.92,978.24,999.18,100
986.69,999.83,995.74,989.36,1007.70,100
996.64,1000.63,992.52,994.93,1012.15,100
1006.13,1009.17,1004.46,1005.48,1014.95,100
1012.29,1013.39,1010.70,1010.99,1016.41,100
1008.32,1010.58,1010.60,946.93,1003.06,100
1006.26,1009.11,1010.79,913.73,995.86,100
1012.35,1013.60,1014.72,963.82,1005.73,100
1015.53,1014.98,1017.00,989.73,1010.88,100
1016.47,1015.23,1017.24,998.94,1013.57,100
982.78,1001.73,1013.78,992.99,1014.97,100
924.79,970.78,993.80,972.68,1010.44,100
739.86,781.31,808.63,791.15,862.02,100
683.99,706.82,730.40,715.77,788.62,100
819.30,850.58,866.71,837.08,886.81,100
887.77,923.93,938.09,900.87,939.02,100
898.40,917.03,932.55,872.49,944.27,100
717.72,724.58,738.65,657.34,758.39,101
593.78,608.84,637.93,512.55,626.96,100
657.00,684.93,752.24,551.73,728.82,101
592.93,611.10,689.97,504.29,692.09,100
560.45,555.35,620.18,465.42,656.67,99
717.30,701.96,748.47,623.72,794.04,100
853.18,848.52,876.38,800.51,899.93,100
922.66,926.68,943.37,893.50,954.94,100
876.92,891.69,928.85,868.16,965.97,100
770.10,796.70,879.68,773.90,930.12,100
613.23,649.58,736.64,617.60,758.66,99
575.83,623.49,702.62,583.13,704.32,99
695.92,735.61,822.81,666.26,819.39,100
769.83,813.73,884.34,741.92,883.51,100
791.18,885.10,946.09,855.27,935.38,100
666.07,767.91,830.58,752.82,831.21,100
482.44,564.99,632.13,538.95,634.84,100
553.71,621.89,678.20,593.96,667.67,100
775.69,811.04,840.90,795.74,837.08,99
891.07,909.99,926.05,900.81,924.54,100
811.67,828.48,842.84,817.47,892.49,100
701.38,738.12,775.98,706.56,856.16,100
692.12,773.92,860.85,736.41,892.66,100
755.41,840.18,928.34,818.93,931.07,100
878.09,924.72,970.49,911.48,972.39,100
941.64,969.08,992.49,954.28,994.20,100
960.22,990.56,1004.21,976.62,1005.10,99
971.35,1001.77,1011.04,994.97,1010.55,100
992.46,1010.24,1015.09,1005.98,1013.40,100
1000.61,1014.43,1016.48,1011.49,1014.64,100
863.81,874.62,906.28,895.07,950.03,99
691.30,715.83,812.44,745.87,871.13,100
675.62,703.48,814.62,681.15,856.48,100
767.36,772.34,850.90,734.15,891.39,99
722.25,714.32,787.12,708.74,833.83,100
585.15,608.98,702.44,594.35,707.45,99
602.77,692.66,800.00,679.53,712.73,100
728.86,820.96,903.99,826.53,814.46,100
800.17,854.45,937.22,836.08,887.39,100
838.10,872.88,954.81,841.54,925.69,99
923.63,942.26,985.98,925.67,969.59,100
964.45,978.24,1001.53,967.18,992.26,100
875.30,863.14,874.81,836.33,908.22,100
724.79,695.49,724.06,645.41,816.32,100
688.79,725.86,773.04,646.89,834.10,100
738.62,837.09,882.03,756.67,891.18,100
794.98,888.20,937.72,835.00,930.78,100
710.60,760.21,822.63,706.15,784.10,100
491.82,506.23,554.58,453.63,524.44,100
323.85,333.76,366.64,294.60,355.69,100
347.11,387.42,467.70,348.82,369.47,100
564.60,621.02,713.83,588.68,577.46,100
779.46,809.39,859.50,792.03,787.13,100
891.36,909.13,936.00,899.59,896.80,99
937.56,960.94,974.96,955.01,954.03,100
963.35,988.46,995.30,984.17,983.90,100
988.52,1003.30,1006.39,999.39,999.48,100
927.31,955.58,983.26,930.35,978.22,100
809.31,879.52,967.12,828.59,912.61,100
772.82,865.89,984.27,819.70,894.63,100
838.89,909.45,997.77,881.76,939.75,100
922.85,961.35,1008.16,946.90,976.44,100
967.86,988.91,1013.10,980.65,995.83,99
978.45,1002.34,1015.44,971.97,1005.72,100
929.71,990.46,1015.71,939.00,988.64,100
800.52,881.95,952.26,815.41,861.16,100
749.11,790.89,907.43,719.59,763.07,100
837.99,845.93,947.63,801.78,830.69,100
923.34,928.20,981.75,904.68,919.77,100
967.40,971.85,999.56,958.62,966.49,100
987.77,994.15,1008.38,986.77,990.88,99
999.59,1005.56,1013.22,1001.46,1003.61,100
1004.57,1011.27,1015.50,997.18,1010.25,99
864.45,849.54,850.79,802.74,877.21,100
597.69,571.50,573.11,499.02,596.22,100
373.12,360.89,365.08,300.12,360.40,100
223.89,214.88,217.78,181.25,218.69,100
141.47,135.33,138.52,118.26,138.28,100
162.04,162.19,181.06,133.43,174.48,100
398.45,409.28,434.43,374.20,425.50,100
686.78,699.84,713.68,680.81,708.54,100
729.91,744.14,790.33,720.11,789.80,100
751.71,766.31,830.10,731.77,832.45,100
814.48,840.98,899.38,794.75,905.15,100
847.24,848.64,934.82,788.66,942.13,100
926.97,887.30,956.90,808.42,976.97,99
949.46,914.41,958.62,808.70,978.90,100
961.91,938.84,976.73,850.44,980.62,99
988.25,976.21,996.70,930.31,998.49,100
939.84,948.62,1001.86,923.23,987.26,100
913.62,935.17,1004.08,912.36,981.16,99
806.47,826.56,869.21,802.70,896.93,100
542.56,560.94,596.11,547.77,667.95,100
554.96,569.10,594.38,563.66,649.09,100
658.01,685.23,712.29,648.93,699.73,99
645.82,652.13,725.54,588.72,691.25,100
677.46,635.57,775.25,553.95,745.64,100
688.00,654.42,820.07,543.46,765.17,100
702.82,718.05,871.91,609.22,810.99,100
633.34,680.02,818.17,600.03,747.17,100
451.49,497.13,611.06,447.50,551.78,100
290.61,319.21,395.64,284.70,359.92,100
191.35,203.88,248.32,177.99,226.33,100
223.46,234.54,276.61,210.98,273.26,100
463.97,477.88,518.72,457.46,523.91,100
725.75,735.40,757.67,725.22,759.66,100
865.24,870.28,882.14,864.96,882.70,100
938.28,940.67,946.86,937.65,946.91,100
917.11,932.70,964.85,892.16,910.62,100
897.69,928.06,974.25,866.98,891.68,100
932.98,955.52,994.45,933.93,950.64,101
805.57,814.95,894.55,796.74,870.97,100
606.64,616.55,724.32,564.98,695.51,100
554.94,573.74,686.15,496.14,650.56,100
561.66,586.29,711.66,489.86,673.24,100
667.25,687.51,783.30,606.83,749.15,100
834.71,843.85,893.60,799.35,876.73,100
898.20,918.99,951.88,891.22,942.84,100
875.15,930.23,976.08,875.10,962.76,102
799.30,868.20,963.37,780.62,943.27,100
815.89,865.00,963.19,797.78,948.40,100
912.04,938.15,989.88,902.83,981.68,100
962.46,976.81,1004.04,958.13,998.57,100
968.22,994.83,1003.54,958.07,998.77,100
843.57,882.08,910.29,824.40,898.72,100
690.30,690.55,753.33,640.14,758.53,100
690.39,620.25,692.93,546.84,745.13,100
675.86,623.47,714.00,503.89,765.62,100
511.46,516.87,609.29,396.60,613.05,100
372.35,386.64,471.93,304.28,452.14,99
388.20,411.92,511.65,336.18,487.93,100
494.96,521.21,638.76,414.26,610.84,100
573.39,603.34,709.16,478.21,689.33,100
560.06,594.33,677.76,470.70,669.81,100
516.76,538.00,630.30,425.90,613.00,100
470.26,483.97,580.91,393.91,565.43,100
555.72,567.65,655.06,452.52,643.63,99
664.15,671.33,755.68,534.27,758.56,100
529.01,544.95,621.24,444.26,625.14,100
323.18,341.54,394.98,278.94,382.19,99
398.39,423.04,465.75,391.81,461.47,100
664.28,693.15,729.55,680.20,726.36,100
832.44,849.42,868.42,842.19,865.32,100
922.12,930.50,940.41,926.72,939.03,99
967.96,972.34,977.75,970.12,977.51,100
932.84,937.99,972.61,871.33,995.43,100
913.55,905.96,969.45,818.82,1004.55,100
961.10,939.69,991.94,910.47,1009.31,100
986.87,970.67,1002.73,957.82,1012.03,100
999.60,991.63,1008.12,984.20,1014.41,100
867.59,885.90,935.63,856.93,921.22,100
798.94,831.44,898.75,790.98,872.59,100
890.05,919.92,955.53,899.28,941.63,100
799.66,849.68,912.72,841.30,899.26,100
670.73,741.06,870.06,731.91,855.39,100
576.67,631.78,780.63,612.66,755.04,100
471.64,498.49,617.53,461.74,591.03,100
540.42,509.73,624.21,434.37,614.20,100
590.90,550.74,682.68,453.08,646.38,100
454.92,456.91,564.26,374.39,502.52,100
291.92,291.53,356.63,238.42,315.57,100
177.69,175.09,210.03,146.18,191.23,100
179.51,185.57,223.40,148.25,212.16,100
318.16,330.40,389.35,249.73,371.05,100
466.06,478.19,534.05,348.83,521.16,100
532.73,540.97,597.86,391.70,610.97,100
642.35,659.80,711.00,547.23,727.16,100
806.17,830.82,857.54,771.83,862.63,100
906.49,919.83,934.26,888.57,935.96,100
948.09,965.57,974.54,949.02,974.47,100
970.28,990.16,995.79,981.28,994.56,100
992.38,1003.71,1006.41,998.60,1004.81,99
1004.39,1011.50,1011.71,1007.87,1010.40,100
1010.90,1015.32,1014.72,1011.04,1013.56,100
998.99,1008.71,1015.57,982.57,1011.14,100
992.54,1005.03,1016.01,968.91,1009.40,100
991.57,1003.58,1016.01,989.51,1012.32,100
822.52,850.54,894.56,817.62,880.68,100
679.32,716.65,790.06,655.48,796.45,100
656.22,690.28,787.64,645.93,822.77,100
711.10,737.96,828.45,715.05,852.04,100
856.64,870.66,919.56,846.99,928.76,100
923.98,920.78,965.19,882.13,967.84,100
959.85,948.86,988.29,912.67,990.39,100
988.13,982.63,1002.25,963.03,1003.35,99
1002.89,999.54,1010.26,989.07,1009.64,100
1009.88,1008.85,1014.44,1002.19,1012.44,100
982.20,971.87,1011.60,949.98,976.13,100
913.50,886.83,1000.56,866.08,878.77,100
908.72,884.28,999.09,879.19,865.49,99
956.19,912.35,988.53,862.13,934.58,100
980.96,927.48,983.73,855.85,971.12,100
998.67,971.48,1001.07,933.62,992.82,100
925.20,913.88,1000.56,925.67,997.92,100
830.91,837.68,974.00,860.33,992.46,100
752.54,780.70,903.48,756.18,915.26,100
643.04,663.70,783.96,606.44,784.13,100
608.12,598.82,717.76,518.74,732.19,100
587.98,577.63,707.12,486.35,697.68,100
553.33,562.99,700.61,478.29,677.75,100
637.08,649.05,773.23,583.10,770.62,100
771.39,788.40,879.98,728.40,884.36,100
865.39,886.22,942.86,835.07,946.82,100
770.30,768.50,826.51,738.22,823.31,100
539.71,517.01,588.40,486.15,583.63,100
586.70,563.86,614.51,533.65,615.36,100
779.05,775.25,805.75,750.16,806.20,99
695.35,712.98,751.36,687.93,740.60,100
658.61,684.30,723.94,668.12,707.56,100
818.49,842.17,863.82,833.49,855.51,100
908.86,925.52,937.29,920.75,932.72,100
961.04,969.98,976.12,967.96,973.02,99
947.87,967.60,994.95,984.72,993.81,100
880.76,915.91,990.43,956.40,1003.70,100
746.28,773.72,881.21,807.52,941.69,100
593.87,617.75,739.11,627.02,815.38,100
455.52,475.63,589.65,473.06,638.05,100
366.82,361.78,450.92,362.35,514.44,100
371.45,359.73,442.83,353.34,513.27,100
360.00,357.47,456.30,348.87,510.27,100
333.70,324.26,421.02,324.07,489.58,100
294.88,281.82,354.55,272.16,427.63,100
260.75,250.83,306.00,230.25,373.06,100
440.40,432.59,470.95,415.64,523.88,100
714.41,712.49,732.02,702.20,759.41,100
817.96,844.21,862.30,815.90,881.85,100
873.92,912.96,929.57,874.99,946.23,100
938.03,962.46,970.65,942.65,980.06,100
960.72,982.56,992.57,964.33,996.53,100
975.92,993.29,1004.25,974.93,1005.36,100
986.47,1004.63,1011.30,994.09,1009.97,100
905.45,942.17,1003.27,976.60,1005.92,100
845.47,871.57,974.69,865.15,955.76,100
846.92,873.45,961.45,777.10,918.82,100
825.20,882.80,969.84,771.80,943.53,100
833.95,884.81,980.44,777.87,968.62,99
808.87,857.65,975.92,763.11,955.41,99
650.92,698.60,805.51,611.26,789.07,100
421.70,449.46,511.94,381.64,510.77,100
250.44,266.36,298.25,222.60,298.36,100
152.93,159.57,177.65,134.10,176.99,100
99.66,99.77,112.31,83.85,111.01,100
72.09,69.28,79.17,58.34,78.02,99
59.62,55.76,66.42,48.14,62.95,100
58.60,65.20,73.39,55.48,64.65,100
58.55,68.69,75.83,60.03,63.62,100
52.07,54.73,60.85,49.26,52.57,100
63.27,60.36,67.62,55.83,59.23,100
76.29,66.64,80.47,64.28,66.77,100
71.13,59.40,74.75,58.65,60.66,100
198.49,205.99,267.79,199.38,224.34,100
477.95,494.30,593.48,479.61,540.93,100
719.42,724.61,792.15,711.21,767.59,100
861.70,864.88,900.61,856.21,886.60,100
934.28,932.11,956.74,909.66,915.48,100
885.14,862.25,916.94,837.15,904.25,100
824.83,775.83,859.36,736.20,918.00,100
880.13,827.31,890.02,767.90,951.47,100
945.81,910.59,943.56,870.98,982.80,100
979.37,961.47,979.63,940.32,998.91,99
842.45,839.09,839.72,811.55,899.27,100
569.71,566.04,552.27,522.99,635.22,100
547.62,528.01,546.88,501.24,602.36,100
682.39,661.40,717.15,653.16,795.35,100
784.76,775.00,819.63,766.40,899.17,100
842.96,852.22,907.30,819.76,942.84,100
736.36,766.53,843.33,695.32,859.96,100
731.41,760.30,816.88,690.63,828.90,99
774.96,784.30,830.08,701.32,827.04,100
